id	label	nationality	date_of_birth	year_of_birth	image
Q57656940	Kurena Chō	japan	2000-05-11T00:00:00Z	2000	https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/AKB48_チーム8ライブ福井_FBCサマーフェスタ2015_長久玲奈.jpg/200px-AKB48_チーム8ライブ福井_FBCサマーフェスタ2015_長久玲奈.jpg
Q35400	Anna Ohura	japan	1980-05-30T00:00:00Z	1980	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Anna_Ohura_(cropped).jpg/200px-Anna_Ohura_(cropped).jpg
Q38849	Shintarō Ishihara	japan	1932-09-30T00:00:00Z	1932	https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Shintaro_Ishihara,_2006-Sep-1_Rev.jpg/200px-Shintaro_Ishihara,_2006-Sep-1_Rev.jpg
Q44606	Gackt	japan	1973-07-04T00:00:00Z	1973	https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Gackt_in_2008(2)(cropped).jpg/200px-Gackt_in_2008(2)(cropped).jpg
Q49547	Fumiko Orikasa	japan	1974-12-27T00:00:00Z	1974	https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Orikasa_Fumiko_(3).jpg/200px-Orikasa_Fumiko_(3).jpg
Q50022	Kanae Itō	japan	1986-11-26T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/FanimeCon_2017_125_Kanae_Ito.jpg/200px-FanimeCon_2017_125_Kanae_Ito.jpg
Q53834	Kiyoshi Kurosawa	japan	1955-07-19T00:00:00Z	1955	https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Kiyoshi_Kurosawa.jpg/200px-Kiyoshi_Kurosawa.jpg
Q57647	Yoshihiko Noda	japan	1957-05-20T00:00:00Z	1957	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Yoshihiko_Noda-1.jpg/200px-Yoshihiko_Noda-1.jpg
Q58309	Ryōta Murata	japan	1986-01-12T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Ryota_Murata_IMG_6695-1_20171223.jpg/200px-Ryota_Murata_IMG_6695-1_20171223.jpg
Q61886	Takashi Inui	japan	1988-06-02T00:00:00Z	1988	https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Takashi_Inui_IAA_September_2013.JPG/200px-Takashi_Inui_IAA_September_2013.JPG
Q92675	Takeo Kanade	japan	1945-10-24T00:00:00Z	1945	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Takeo_Kanade.jpg/200px-Takeo_Kanade.jpg
Q108602	Susumu Tonegawa	japan	1939-09-06T00:00:00Z	1939	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Susumu_Tonegawa_Photo.jpg/200px-Susumu_Tonegawa_Photo.jpg
Q110916	Hideki Shirakawa	japan	1936-08-20T00:00:00Z	1936	https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Hideki_Shirakawa_20011212.jpg/200px-Hideki_Shirakawa_20011212.jpg
Q117012	Yoko Ono	japan	1933-02-18T00:00:00Z	1933	https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Yokoono2.jpg/200px-Yokoono2.jpg
Q128198	Yusuke Nomura	japan	1989-06-24T00:00:00Z	1989	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/野村祐輔20120216.jpg/200px-野村祐輔20120216.jpg
Q132433	Yuki Kajiura	japan	1965-08-06T00:00:00Z	1965	https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Yuki_Kajiura_at_Anime_Expo_2012.jpg/200px-Yuki_Kajiura_at_Anime_Expo_2012.jpg
Q138542	Kensuke Uchimura	japan	1986-03-17T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/20140817_Uchimura_kensuke,_infielder_of_the_Yokohama_DeNA_BayStars,_at_Yokosuka_Stadium.JPG/200px-20140817_Uchimura_kensuke,_infielder_of_the_Yokohama_DeNA_BayStars,_at_Yokosuka_Stadium.JPG
Q147811	Hibari Misora	japan	1937-05-29T00:00:00Z	1937	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Hibari_Misora_01.jpg/200px-Hibari_Misora_01.jpg
Q155773	Masatoshi Koshiba	japan	1926-09-19T00:00:00Z	1926	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Masatoshi_Koshiba_2002.jpg/200px-Masatoshi_Koshiba_2002.jpg
Q169367	Sawako Hata	japan	1988-09-14T00:00:00Z	1988	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/【熱血ファンキル塾_-1】開講決定！いきなりの課題はユニットLv.90！53s_秦佐和子.jpg/200px-【熱血ファンキル塾_-1】開講決定！いきなりの課題はユニットLv.90！53s_秦佐和子.jpg
Q175637	Miyabiyama Tetsushi	japan	1977-07-28T00:00:00Z	1977	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Miyabiyama_Tetsushi_2008_May.jpg/200px-Miyabiyama_Tetsushi_2008_May.jpg
Q181416	Naomichi Donoue	japan	1988-09-23T00:00:00Z	1988	https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/CD-Naomichi-Donoue20130306.jpg/200px-CD-Naomichi-Donoue20130306.jpg
Q181881	Rino Sashihara	japan	1992-11-21T00:00:00Z	1992	https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/AKB48_Group大前輩經驗分享_02.png/200px-AKB48_Group大前輩經驗分享_02.png
Q186767	Mienoumi Tsuyoshi	japan	1948-02-04T00:00:00Z	1948	https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Mienoumi_2010.JPG/200px-Mienoumi_2010.JPG
Q194965	Sota Nakazawa	japan	1982-10-26T00:00:00Z	1982	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Sota_Nakazawa.jpg/200px-Sota_Nakazawa.jpg
Q197704	Kenta Imamiya	japan	1991-07-15T00:00:00Z	1991	https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/HAWKS2-IMAMIYA.jpg/200px-HAWKS2-IMAMIYA.jpg
Q200011	Taku Takeuchi	japan	1987-05-20T00:00:00Z	1987	https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Takeuchi_Taku_JPN_IMG_9569.JPG/200px-Takeuchi_Taku_JPN_IMG_9569.JPG
Q202443	Sadako Ogata	japan	1927-09-16T00:00:00Z	1927	https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Sadako_Ogata.jpg/200px-Sadako_Ogata.jpg
Q210286	Takafumi Akahoshi	japan	1986-05-27T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Takafumi_Akahoshi.jpg/200px-Takafumi_Akahoshi.jpg
Q211553	Ken Watanabe	japan	1959-10-21T00:00:00Z	1959	https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Ken_Watanabe_2007_(cropped).jpg/200px-Ken_Watanabe_2007_(cropped).jpg
Q212305	Satsuki Eda	japan	1941-05-22T00:00:00Z	1941	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Satsuki_Eda_cropped.jpg/200px-Satsuki_Eda_cropped.jpg
Q220950	Saki Kumagai	japan	1990-10-17T00:00:00Z	1990	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Effectif_Olympique_lyonnais_F_2018_(cropped_2).jpg/200px-Effectif_Olympique_lyonnais_F_2018_(cropped_2).jpg
Q229100	Ai Sugiyama	japan	1975-07-05T00:00:00Z	1975	https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/AI_SUGIYAMA_(3244568825).jpg/200px-AI_SUGIYAMA_(3244568825).jpg
Q231997	Sadako Sasaki	japan	1943-01-07T00:00:00Z	1943	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Sadako_Sasaki2.jpg/200px-Sadako_Sasaki2.jpg
Q233354	Maria Ozawa	japan	1986-01-08T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Maria_Ozawa,_2007_(cropped).jpg/200px-Maria_Ozawa,_2007_(cropped).jpg
Q234094	Chiaki Kuriyama	japan	1984-10-10T00:00:00Z	1984	https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Chiaki_Kuriyama.jpg/200px-Chiaki_Kuriyama.jpg
Q234491	Junko Tabei	japan	1939-09-22T00:00:00Z	1939	https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Junko_Tabei.jpg/200px-Junko_Tabei.jpg
Q236715	Ami Koshimizu	japan	1986-02-15T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Ami_Koshimizu_(小清水亜美)_from_acrofan.jpg/200px-Ami_Koshimizu_(小清水亜美)_from_acrofan.jpg
Q254665	Hiroshi Masuoka	japan	1960-03-13T00:00:00Z	1960	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Mitsubishi_Pajero_Montero_Paris-Dakar_2003.jpg/200px-Mitsubishi_Pajero_Montero_Paris-Dakar_2003.jpg
Q263703	Seiko Hashimoto	japan	1964-10-05T00:00:00Z	1964	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Seiko_Hashimoto_081222-A-8552S-495.jpg/200px-Seiko_Hashimoto_081222-A-8552S-495.jpg
Q263777	Akira Nagatsuma	japan	1960-06-14T00:00:00Z	1960	https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Akira_Nagatsuma_cropped_1_長妻昭.JPG/200px-Akira_Nagatsuma_cropped_1_長妻昭.JPG
Q266984	Risa Wataya	japan	1984-02-01T00:00:00Z	1984	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Risa_Wataya_(綿矢りさ)_at_Embassy_of_Japan_in_Poland_in_2013.jpg/200px-Risa_Wataya_(綿矢りさ)_at_Embassy_of_Japan_in_Poland_in_2013.jpg
Q269532	Misia	japan	1978-07-07T00:00:00Z	1978	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/MISIA_-_Washington_DC.jpg/200px-MISIA_-_Washington_DC.jpg
Q269747	Kyoko Hamaguchi	japan	1978-01-11T00:00:00Z	1978	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/浅草_浅草寺節分会_2015_浜口京子_アニマル浜口_浅草観音文化芸能人節分会_2015.jpg/200px-浅草_浅草寺節分会_2015_浜口京子_アニマル浜口_浅草観音文化芸能人節分会_2015.jpg
Q270125	Kurumi Nara	japan	1991-12-30T00:00:00Z	1991	https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Nara_WM17_(7)_(36143090926).jpg/200px-Nara_WM17_(7)_(36143090926).jpg
Q270422	Yoshimi Ozaki	japan	1981-07-01T00:00:00Z	1981	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Yoshimi_Ozaki_-_2012_Olympic_Womens_Marathon.jpg/200px-Yoshimi_Ozaki_-_2012_Olympic_Womens_Marathon.jpg
Q270764	Karina Maruyama	japan	1983-03-26T00:00:00Z	1983	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Karina_Maruyama.jpg/200px-Karina_Maruyama.jpg
Q275797	Shin Kanazawa	japan	1983-09-09T00:00:00Z	1983	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Shin_Kanazawa.jpg/200px-Shin_Kanazawa.jpg
Q275822	Toru Araiba	japan	1979-07-12T00:00:00Z	1979	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Keigo_Higashi_v_Toru_Araiba.jpg/200px-Keigo_Higashi_v_Toru_Araiba.jpg
Q276233	Daisuke Nasu	japan	1981-10-10T00:00:00Z	1981	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Daisuke_Nasu.jpg/200px-Daisuke_Nasu.jpg
Q276275	Yōko Kamikawa	japan	1953-03-01T00:00:00Z	1953	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Yoko_Kamikawa_cropped_2_Taku_Otsuka_Tim_Hitchens_and_Yoko_Kamikawa_20150401.jpg/200px-Yoko_Kamikawa_cropped_2_Taku_Otsuka_Tim_Hitchens_and_Yoko_Kamikawa_20150401.jpg
Q287841	Hajime Hosogai	japan	1986-06-10T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Hajime_hosogai.jpg/200px-Hajime_hosogai.jpg
Q306277	Tetsuya	japan	1969-10-03T00:00:00Z	1969	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/L'arc_En_Ciel_@_MSG_-_3-25-12_-_052.jpg/200px-L'arc_En_Ciel_@_MSG_-_3-25-12_-_052.jpg
Q309374	Ryutaro Hashimoto	japan	1937-07-29T00:00:00Z	1937	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Hashimoto_meets_Cohen_cropped.jpg/200px-Hashimoto_meets_Cohen_cropped.jpg
Q309503	Masi Oka	japan	1974-12-27T00:00:00Z	1974	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Masi_Oka_at_Vivo_City_Singapore.jpg/200px-Masi_Oka_at_Vivo_City_Singapore.jpg
Q310126	Tomiichi Murayama	japan	1924-03-03T00:00:00Z	1924	https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Tomiichi_Murayama_cropped_21st_G7_summit_member_19950616.jpg/200px-Tomiichi_Murayama_cropped_21st_G7_summit_member_19950616.jpg
Q310610	Eiji Kawashima	japan	1983-03-20T00:00:00Z	1983	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Eiji_Kawashima_press_conference.jpg/200px-Eiji_Kawashima_press_conference.jpg
Q311174	Fumihito, Prince Akishino	japan	1965-11-30T00:00:00Z	1965	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Prince_Akishino_20091223.jpg/200px-Prince_Akishino_20091223.jpg
Q311669	Shoko Asahara	japan	1955-03-02T00:00:00Z	1955	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Aum_symbol.png/200px-Aum_symbol.png
Q311728	Chiyonofuji Mitsugu	japan	1955-06-01T00:00:00Z	1955	https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Kokonoe.jpg/200px-Kokonoe.jpg
Q316013	Satoru Iwata	japan	1959-12-06T00:00:00Z	1959	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Satoru_Iwata_-_Game_Developers_Conference_2011_-_Day_2_(1).jpg/200px-Satoru_Iwata_-_Game_Developers_Conference_2011_-_Day_2_(1).jpg
Q329604	Satoshi Hirose	japan	1976-03-17T00:00:00Z	1976	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/2007TourDeTaiwan7thStage-64.jpg/200px-2007TourDeTaiwan7thStage-64.jpg
Q331026	Masamitsu Ichiguchi	japan	1940-01-12T00:00:00Z	1940	https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Masamitsu_Ichiguchi_vs_Larry_Lauchle_1960.jpg/200px-Masamitsu_Ichiguchi_vs_Larry_Lauchle_1960.jpg
Q331161	Yoshio Yoshida	japan	1933-07-26T00:00:00Z	1933	https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Yoshio_Yoshida_1956_Scan10012.JPG/200px-Yoshio_Yoshida_1956_Scan10012.JPG
Q333585	Itō Toyoo	japan	1941-06-01T00:00:00Z	1941	https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Toyo_Ito_2009.jpg/200px-Toyo_Ito_2009.jpg
Q337507	Kazuo Shii	japan	1954-07-29T00:00:00Z	1954	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Kazuo_Shii.jpg/200px-Kazuo_Shii.jpg
Q349685	Daisuke Takahashi	japan	1986-03-16T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Daisuke_Takahashi_2008_World_Championships.jpg/200px-Daisuke_Takahashi_2008_World_Championships.jpg
Q352437	Takashi Murakami	japan	1962-02-01T00:00:00Z	1962	https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Takashi_Murakami_c.jpg/200px-Takashi_Murakami_c.jpg
Q355173	Kappei Yamaguchi	japan	1965-05-23T00:00:00Z	1965	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Kappei_Yamaguchi.jpg/200px-Kappei_Yamaguchi.jpg
Q356981	Kunio Hiramatsu	japan	1948-11-15T00:00:00Z	1948	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Kunio_Hiramatsu_October_3,_2008.jpg/200px-Kunio_Hiramatsu_October_3,_2008.jpg
Q359637	Tetsuzo Fuyushiba	japan	1936-06-29T00:00:00Z	1936	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Tetsuzo_Fuyushiba_200609.jpg/200px-Tetsuzo_Fuyushiba_200609.jpg
Q360634	Toshi	japan	1965-10-10T00:00:00Z	1965	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/X_Japan_Toshi_at_Madison_Square_Garden_2014.jpg/200px-X_Japan_Toshi_at_Madison_Square_Garden_2014.jpg
Q360661	Akinori Nakayama	japan	1943-03-01T00:00:00Z	1943	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Akinori_Nakayama_1966d.jpg/200px-Akinori_Nakayama_1966d.jpg
Q378710	Katsuhiro Otomo	japan	1954-04-14T00:00:00Z	1954	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/FIBD2016Otomo01.jpg/200px-FIBD2016Otomo01.jpg
Q380265	Ryū Murakami	japan	1952-02-19T00:00:00Z	1952	https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Ryu_Murakami.jpg/200px-Ryu_Murakami.jpg
Q382211	Norifumi Abe	japan	1975-09-07T00:00:00Z	1975	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Norick_Abe_1996_JapanGP.JPG/200px-Norick_Abe_1996_JapanGP.JPG
Q392329	Shintaro Fujinami	japan	1994-04-12T00:00:00Z	1994	https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/HT-Shintaro-Fujinami20131012.jpg/200px-HT-Shintaro-Fujinami20131012.jpg
Q399637	Haruna Kojima	japan	1988-04-19T00:00:00Z	1988	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Haruna_Kojima_(小嶋陽菜)_at_Anime_Expo_2010.jpg/200px-Haruna_Kojima_(小嶋陽菜)_at_Anime_Expo_2010.jpg
Q418771	Akira Koike	japan	1960-06-09T00:00:00Z	1960	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Akira_Koike.jpg/200px-Akira_Koike.jpg
Q419010	Akira Uchiyama	japan	1954-03-03T00:00:00Z	1954	https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Akira_Uchiyama_20110420_2.jpg/200px-Akira_Uchiyama_20110420_2.jpg
Q419388	Akito Watabe	japan	1988-05-26T00:00:00Z	1988	https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Akito_Watabe_Eisenerz_2008b.jpg/200px-Akito_Watabe_Eisenerz_2008b.jpg
Q425619	Oikawa Teruhisa	japan	1936-01-11T00:00:00Z	1936	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Oikawa_Teruhisa_1958_Scan10006.JPG/200px-Oikawa_Teruhisa_1958_Scan10006.JPG
Q426110	Satoru Anabuki	japan	1921-12-05T00:00:00Z	1921	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Satoshi_Anabuki.jpg/200px-Satoshi_Anabuki.jpg
Q431666	Yōko Nogiwa	japan	1936-01-24T00:00:00Z	1936	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Nogiwa_Yoko.jpg/200px-Nogiwa_Yoko.jpg
Q433754	Tadahiro Nomura	japan	1974-12-10T00:00:00Z	1974	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Tadahiro_Nomura_IMG_2218r_20151220.JPG/200px-Tadahiro_Nomura_IMG_2218r_20151220.JPG
Q435080	Kiyomi Niwata	japan	1970-12-10T00:00:00Z	1970	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Kiyomi_Niwata_1.jpg/200px-Kiyomi_Niwata_1.jpg
Q437312	Yuka Sato	japan	1973-02-14T00:00:00Z	1973	https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/2011_Rostelecom_Cup_-_Sato_Yuka.jpg/200px-2011_Rostelecom_Cup_-_Sato_Yuka.jpg
Q438383	Yoshi Tatsu	japan	1977-08-01T00:00:00Z	1977	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Yoshi_Tatsu.jpg/200px-Yoshi_Tatsu.jpg
Q438568	Shizuka Matsuo	japan	1986-11-24T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Shizuka_Matsuo_2011_US_Open_Badminton.jpg/200px-Shizuka_Matsuo_2011_US_Open_Badminton.jpg
Q438587	Sayaka Sato	japan	1991-03-29T00:00:00Z	1991	https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/US_Open_Badminton_2011_2699.jpg/200px-US_Open_Badminton_2011_2699.jpg
Q440571	Shōichi Nakagawa	japan	1953-07-19T00:00:00Z	1953	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Shoichi_Nakagawa.jpg/200px-Shoichi_Nakagawa.jpg
Q441402	Mizuki Fujii	japan	1988-08-05T00:00:00Z	1988	https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Badminton-mizuki_fujii.jpg/200px-Badminton-mizuki_fujii.jpg
Q443023	Chiemi Eri	japan	1937-01-11T00:00:00Z	1937	https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Chiemi_Eri_1952.png/200px-Chiemi_Eri_1952.png
Q443382	Toru Terasawa	japan	1935-01-04T00:00:00Z	1935	https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Toru_Terasawa_1964b.jpg/200px-Toru_Terasawa_1964b.jpg
Q444421	Miho Takagi	japan	1994-05-22T00:00:00Z	1994	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/2013_WSDC_Sochi_-_Miho_Takagi_(cropped).jpg/200px-2013_WSDC_Sochi_-_Miho_Takagi_(cropped).jpg
Q446204	Yoshie Onda	japan	1982-12-13T00:00:00Z	1982	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Onda_yoshie.jpg/200px-Onda_yoshie.jpg
Q446405	Shoichi Funaki	japan	1968-08-24T00:00:00Z	1968	https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Sho_Funaki_(cropped).jpg/200px-Sho_Funaki_(cropped).jpg
Q446705	Fujio Cho	japan	1937-02-02T00:00:00Z	1937	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Fujio_Cho.jpg/200px-Fujio_Cho.jpg
Q453080	Narumi Takahashi	japan	1992-01-15T00:00:00Z	1992	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/2012_WFSC_04d_152_Narumi_Takahashi,_crop.jpg/200px-2012_WFSC_04d_152_Narumi_Takahashi,_crop.jpg
Q455433	Keiko Chiba	japan	1948-05-11T00:00:00Z	1948	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Keiko_Chiba_Kawasaki_campaign.jpg/200px-Keiko_Chiba_Kawasaki_campaign.jpg
Q457619	Mari Motohashi	japan	1986-06-10T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Japanese_curler_at_Olympics_2010.jpg/200px-Japanese_curler_at_Olympics_2010.jpg
Q460182	Yoshito Watabe	japan	1991-10-04T00:00:00Z	1991	https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Yoshito_Watabe_Lahti_2014.jpg/200px-Yoshito_Watabe_Lahti_2014.jpg
Q461065	Megumi Fujii	japan	1974-04-26T00:00:00Z	1974	https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/MegumiFujii.png/200px-MegumiFujii.png
Q463137	Toshikatsu Matsuoka	japan	1945-02-25T00:00:00Z	1945	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Toshikatsu_Matsuoka.jpg/200px-Toshikatsu_Matsuoka.jpg
Q464171	Leisha Hailey	japan	1971-07-11T00:00:00Z	1971	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Leisha_Hailey_1.JPG/200px-Leisha_Hailey_1.JPG
Q467187	Mike Havenaar	japan	1987-05-20T00:00:00Z	1987	https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Mike_Havenaar_-_2010.jpg/200px-Mike_Havenaar_-_2010.jpg
Q467293	Tetsuro Matsuzawa	japan	1950-10-15T00:00:00Z	1950	https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/L'unicitàDell'immaginazione_(10)_(24341037218).jpg/200px-L'unicitàDell'immaginazione_(10)_(24341037218).jpg
Q467415	Tsukasa Hōjō	japan	1959-03-05T00:00:00Z	1959	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Tsukasa_Hojo_20100702_Japan_Expo_1.jpg/200px-Tsukasa_Hojo_20100702_Japan_Expo_1.jpg
Q467453	Ichiro Aisawa	japan	1954-06-10T00:00:00Z	1954	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Ichiro_Aisawa_and_Adidas_soccer_ball_20120414.png/200px-Ichiro_Aisawa_and_Adidas_soccer_ball_20120414.png
Q467661	Princess Tomohito of Mikasa	japan	1955-04-09T00:00:00Z	1955	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Princess_Nobuko_(cropped).jpg/200px-Princess_Nobuko_(cropped).jpg
Q471137	Hiro Mashima	japan	1977-05-03T00:00:00Z	1977	https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Hiro_Mashima_-_Japan_Expo_2010_-_Day3_-_P1460393.jpg/200px-Hiro_Mashima_-_Japan_Expo_2010_-_Day3_-_P1460393.jpg
Q495816	Masakiyo Maezono	japan	1973-10-29T00:00:00Z	1973	https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Masakiyo_Maezono_in_Okinawa,_2012.jpg/200px-Masakiyo_Maezono_in_Okinawa,_2012.jpg
Q509116	Toshi Arai	japan	1966-12-25T00:00:00Z	1966	https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Toshihiro_Arai_-_2006_Rally_Japan.jpg/200px-Toshihiro_Arai_-_2006_Rally_Japan.jpg
Q513038	Masato Uchishiba	japan	1978-06-17T00:00:00Z	1978	https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Masahito_Uchishiba1395.jpg/200px-Masahito_Uchishiba1395.jpg
Q514006	Masaru Furukawa	japan	1936-01-06T00:00:00Z	1936	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Masaru_Furukawa_01.jpg/200px-Masaru_Furukawa_01.jpg
Q521017	Kazunari Watanabe	japan	1983-08-12T00:00:00Z	1983	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/UCI_Track_World_Championships_2018_147.jpg/200px-UCI_Track_World_Championships_2018_147.jpg
Q521395	Mamoru Mohri	japan	1948-01-29T00:00:00Z	1948	https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Mamoru_Mohri_portrait.jpg/200px-Mamoru_Mohri_portrait.jpg
Q523341	Tatsuya Tanaka	japan	1982-11-27T00:00:00Z	1982	https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Tatsuya_Tanaka.jpg/200px-Tatsuya_Tanaka.jpg
Q529606	Satoko Fujii	japan	1958-10-09T00:00:00Z	1958	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Satoko_Fujii_photo.jpg/200px-Satoko_Fujii_photo.jpg
Q534539	Eriko Yamatani	japan	1950-09-19T00:00:00Z	1950	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Eriko_Yamatani.jpg/200px-Eriko_Yamatani.jpg
